ID,CNAE,DESCRICAO
758,46.49-4/04,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA
759,46.49-4/05,COMÉRCIO ATACADISTA DE ARTIGOS DE TAPEÇARIA; PERSIANAS E CORTINAS
760,46.49-4/06,"COMÉRCIO ATACADISTA DE LUSTRES, LUMINÁRIAS E ABAJURES"
761,46.49-4/07,"COMÉRCIO ATACADISTA DE FILMES, CDS, DVDS, FITAS E DISCOS"
762,46.49-4/08,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR"
763,46.49-4/09,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA"
764,46.49-4/10,"COMÉRCIO ATACADISTA DE JÓIAS, RELÓGIOS E BIJUTERIAS, INCLUSIVE PEDRAS PRECIOSAS E SEMIPRECIOSAS LAPIDADAS"
765,46.49-4/99,COMÉRCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE
766,46.51-6/01,COMÉRCIO ATACADISTA DE EQUIPAMENTOS DE INFORMÁTICA
767,46.51-6/02,COMÉRCIO ATACADISTA DE SUPRIMENTOS PARA INFORMÁTICA
768,46.52-4/00,COMÉRCIO ATACADISTA DE COMPONENTES ELETRÔNICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO
769,46.61-3/00,"COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUÁRIO; PARTES E PEÇAS"
770,46.62-1/00,"COMÉRCIO ATACADISTA DE MÁQUINAS, EQUIPAMENTOS PARA TERRAPLENAGEM, MINERAÇÃO E CONSTRUÇÃO; PARTES E PEÇAS"
771,46.63-0/00,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL; PARTES E PEÇAS
772,46.64-8/00,"COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO MÉDICO HOSPITALAR; PARTES E PEÇAS"
773,46.65-6/00,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO COMERCIAL; PARTES E PEÇAS
774,46.69-9/01,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
775,46.69-9/99,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
776,46.71-1/00,COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS
777,46.72-9/00,COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
778,46.73-7/00,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
779,46.74-5/00,COMÉRCIO ATACADISTA DE CIMENTO
780,46.79-6/01,"COMÉRCIO ATACADISTA DE TINTAS, VERNIZES E SIMILARES"
781,46.79-6/02,COMÉRCIO ATACADISTA DE MÁRMORES E GRANITOS
782,46.79-6/03,"COMÉRCIO ATACADISTA DE VIDROS, ESPELHOS E VITRAIS"
783,46.79-6/04,COMÉRCIO ATACADISTA ESPECIALIZADO DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE
784,46.79-6/99,COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
785,46.81-8/01,"COMÉRCIO ATACADISTA DE ÁLCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETRÓLEO, EXCETO LUBRIFICANTES, NÃO REALIZADO POR TRANSPORTADOR RETALHISTA (T.R.R.)"
786,46.81-8/02,COMÉRCIO ATACADISTA DE COMBUSTÍVEIS REALIZADO POR TRANSPORTADOR RETALHISTA (T.R.R.)
787,46.81-8/03,"COMÉRCIO ATACADISTA DE COMBUSTÍVEIS DE ORIGEM VEGETAL, EXCETO ÁLCOOL CARBURANTE"
788,46.81-8/04,COMÉRCIO ATACADISTA DE COMBUSTÍVEIS DE ORIGEM MINERAL EM BRUTO
789,46.81-8/05,COMÉRCIO ATACADISTA DE LUBRIFICANTES
790,46.82-6/00,COMÉRCIO ATACADISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP)
791,46.83-4/00,"COMÉRCIO ATACADISTA DE DEFENSIVOS AGRÍCOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO"
792,46.84-2/01,COMÉRCIO ATACADISTA DE RESINAS E ELASTÔMEROS
793,46.84-2/02,COMÉRCIO ATACADISTA DE SOLVENTES
794,46.84-2/99,COMÉRCIO ATACADISTA DE OUTROS PRODUTOS QUÍMICOS E PETROQUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE
795,46.85-1/00,"COMÉRCIO ATACADISTA DE PRODUTOS SIDERÚRGICOS E METALÚRGICOS, EXCETO PARA CONSTRUÇÃO"
796,46.86-9/01,COMÉRCIO ATACADISTA DE PAPEL E PAPELÃO EM BRUTO
797,46.86-9/02,COMÉRCIO ATACADISTA DE EMBALAGENS
798,46.87-7/01,COMÉRCIO ATACADISTA DE RESÍDUOS DE PAPEL E PAPELÃO
799,46.87-7/02,"COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS NÃO METÁLICOS, EXCETO DE PAPEL E PAPELÃO"
800,46.87-7/03,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS
801,46.89-3/01,"COMÉRCIO ATACADISTA DE PRODUTOS DA EXTRAÇÃO MINERAL, EXCETO COMBUSTÍVEIS"
802,46.89-3/02,COMÉRCIO ATACADISTA DE FIOS E FIBRAS BENEFICIADOS
803,46.89-3/99,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE
804,46.91-5/00,"COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS"
805,46.92-3/00,"COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE INSUMOS AGROPECUÁRIOS"
806,46.93-1/00,"COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINÂNCIA DE ALIMENTOS OU DE INSUMOS AGROPECUÁRIOS"
807,47.11-3/01,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS HIPERMERCADOS"
808,47.11-3/02,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
809,47.12-1/00,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
810,47.13-0/02,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES"
811,47.13-0/04,"LOJAS DE DEPARTAMENTOS OU MAGAZINES, EXCETO LOJAS FRANCAS (DUTY FREE)"
812,47.13-0/05,"LOJAS FRANCAS (DUTY FREE) DE AEROPORTOS, PORTOS E EM FRONTEIRAS TERRESTRES"
813,47.21-1/02,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
814,47.21-1/03,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS
815,47.21-1/04,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
816,47.22-9/01,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES
817,47.22-9/02,PEIXARIA
818,47.23-7/00,COMÉRCIO VAREJISTA DE BEBIDAS
819,47.24-5/00,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
820,47.29-6/01,TABACARIA
821,47.29-6/02,COMÉRCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIÊNCIA
822,47.29-6/99,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE
823,47.31-8/00,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES
824,47.32-6/00,COMÉRCIO VAREJISTA DE LUBRIFICANTES
825,47.41-5/00,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
826,47.42-3/00,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
827,47.43-1/00,COMÉRCIO VAREJISTA DE VIDROS
828,47.44-0/01,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
829,47.44-0/02,COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS
830,47.44-0/03,COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS
831,47.44-0/04,"COMÉRCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS"
832,47.44-0/05,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE
833,47.44-0/06,COMÉRCIO VAREJISTA DE PEDRAS PARA REVESTIMENTO
834,47.44-0/99,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
835,47.51-2/01,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA
836,47.51-2/02,RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMÁTICA
837,47.52-1/00,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO
838,47.53-9/00,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
839,47.54-7/01,COMÉRCIO VAREJISTA DE MÓVEIS
840,47.54-7/02,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
841,47.54-7/03,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
842,47.55-5/01,COMÉRCIO VAREJISTA DE TECIDOS
843,47.55-5/02,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
844,47.55-5/03,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
845,47.56-3/00,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS
846,47.57-1/00,"COMÉRCIO VAREJISTA ESPECIALIZADO DE PEÇAS E ACESSÓRIOS PARA APARELHOS ELETROELETRÔNICOS PARA USO DOMÉSTICO, EXCETO INFORMÁTICA E COMUNICAÇÃO"
847,47.59-8/01,"COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS"
848,47.59-8/99,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE
849,47.61-0/01,COMÉRCIO VAREJISTA DE LIVROS
850,47.61-0/02,COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS
851,47.61-0/03,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA
852,47.62-8/00,"COMÉRCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS"
853,47.63-6/01,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
854,47.63-6/02,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS
855,47.63-6/03,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS; PEÇAS E ACESSÓRIOS
856,47.63-6/04,"COMÉRCIO VAREJISTA DE ARTIGOS DE CAÇA, PESCA E CAMPING"
857,47.63-6/05,COMÉRCIO VAREJISTA DE EMBARCAÇÕES E OUTROS VEÍCULOS RECREATIVOS; PEÇAS E ACESSÓRIOS
858,47.71-7/01,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
859,47.71-7/02,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS"
860,47.71-7/03,COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS HOMEOPÁTICOS
861,47.71-7/04,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS
862,47.72-5/00,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL"
863,47.73-3/00,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS
864,47.74-1/00,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA
865,47.81-4/00,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
866,47.82-2/01,COMÉRCIO VAREJISTA DE CALÇADOS
867,47.82-2/02,COMÉRCIO VAREJISTA DE ARTIGOS DE VIAGEM
868,47.83-1/01,COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA
869,47.83-1/02,COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
870,47.84-9/00,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP)
871,47.85-7/01,COMÉRCIO VAREJISTA DE ANTIGÜIDADES
872,47.85-7/99,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS USADOS
873,47.89-0/01,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
874,47.89-0/02,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
875,47.89-0/03,COMÉRCIO VAREJISTA DE OBJETOS DE ARTE
876,47.89-0/04,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO
877,47.89-0/05,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS
878,47.89-0/06,COMÉRCIO VAREJISTA DE FOGOS DE ARTIFÍCIO E ARTIGOS PIROTÉCNICOS
879,47.89-0/07,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO
880,47.89-0/08,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM
881,47.89-0/09,COMÉRCIO VAREJISTA DE ARMAS E MUNIÇÕES
882,47.89-0/99,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
883,49.11-6/00,TRANSPORTE FERROVIÁRIO DE CARGA
884,49.12-4/01,TRANSPORTE FERROVIÁRIO DE PASSAGEIROS INTERMUNICIPAL E INTERESTADUAL
885,49.12-4/02,TRANSPORTE FERROVIÁRIO DE PASSAGEIROS MUNICIPAL E EM REGIÃO METROPOLITANA
886,49.12-4/03,TRANSPORTE METROVIÁRIO
887,49.21-3/01,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL"
888,49.21-3/02,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, INTERMUNICIPAL EM REGIÃO METROPOLITANA"
889,49.22-1/01,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, INTERMUNICIPAL, EXCETO EM REGIÃO METROPOLITANA"
890,49.22-1/02,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, INTERESTADUAL"
891,49.22-1/03,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, INTERNACIONAL"
892,49.23-0/01,SERVIÇO DE TÁXI
893,49.23-0/02,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA
894,49.24-8/00,TRANSPORTE ESCOLAR
895,49.29-9/01,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL"
896,49.29-9/02,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
897,49.29-9/03,"ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL"
898,49.29-9/04,"ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
899,49.29-9/99,OUTROS TRANSPORTES RODOVIÁRIOS DE PASSAGEIROS NÃO ESPECIFICADOS ANTERIORMENTE
900,49.30-2/01,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL"
901,49.30-2/02,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
902,49.30-2/03,TRANSPORTE RODOVIÁRIO DE PRODUTOS PERIGOSOS
903,49.30-2/04,TRANSPORTE RODOVIÁRIO DE MUDANÇAS
904,49.40-0/00,TRANSPORTE DUTOVIÁRIO
905,49.50-7/00,"TRENS TURÍSTICOS, TELEFÉRICOS E SIMILARES"
906,50.11-4/01,TRANSPORTE MARÍTIMO DE CABOTAGEM - CARGA
907,50.11-4/02,TRANSPORTE MARÍTIMO DE CABOTAGEM - PASSAGEIROS
908,50.12-2/01,TRANSPORTE MARÍTIMO DE LONGO CURSO - CARGA
909,50.12-2/02,TRANSPORTE MARÍTIMO DE LONGO CURSO - PASSAGEIROS
910,50.21-1/01,"TRANSPORTE POR NAVEGAÇÃO INTERIOR DE CARGA, MUNICIPAL, EXCETO TRAVESSIA"
911,50.21-1/02,"TRANSPORTE POR NAVEGAÇÃO INTERIOR DE CARGA, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL, EXCETO TRAVESSIA"
912,50.22-0/01,"TRANSPORTE POR NAVEGAÇÃO INTERIOR DE PASSAGEIROS EM LINHAS REGULARES, MUNICIPAL, EXCETO TRAVESSIA"
913,50.22-0/02,"TRANSPORTE POR NAVEGAÇÃO INTERIOR DE PASSAGEIROS EM LINHAS REGULARES, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL, EXCETO TRAVESSIA"
914,50.30-1/01,NAVEGAÇÃO DE APOIO MARÍTIMO
915,50.30-1/02,NAVEGAÇÃO DE APOIO PORTUÁRIO
916,50.30-1/03,SERVIÇO DE REBOCADORES E EMPURRADORES
917,50.91-2/01,"TRANSPORTE POR NAVEGAÇÃO DE TRAVESSIA, MUNICIPAL"
918,50.91-2/02,"TRANSPORTE POR NAVEGAÇÃO DE TRAVESSIA INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
919,50.99-8/01,TRANSPORTE AQUAVIÁRIO PARA PASSEIOS TURÍSTICOS
920,50.99-8/99,OUTROS TRANSPORTES AQUAVIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE
921,51.11-1/00,TRANSPORTE AÉREO DE PASSAGEIROS REGULAR
922,51.12-9/01,SERVIÇO DE TÁXI AÉREO E LOCAÇÃO DE AERONAVES COM TRIPULAÇÃO
923,51.12-9/99,OUTROS SERVIÇOS DE TRANSPORTE AÉREO DE PASSAGEIROS NÃO REGULAR
924,51.20-0/00,TRANSPORTE AÉREO DE CARGA
925,51.30-7/00,TRANSPORTE ESPACIAL
926,52.11-7/01,ARMAZÉNS GERAIS - EMISSÃO DE WARRANT
927,52.11-7/02,GUARDA MÓVEIS
928,52.11-7/99,"DEPÓSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZÉNS GERAIS E GUARDA MÓVEIS"
929,52.12-5/00,CARGA E DESCARGA
930,52.21-4/00,"CONCESSIONÁRIAS DE RODOVIAS, PONTES, TÚNEIS E SERVIÇOS RELACIONADOS"
931,52.22-2/00,TERMINAIS RODOVIÁRIOS E FERROVIÁRIOS
932,52.23-1/00,ESTACIONAMENTO DE VEÍCULOS
933,52.29-0/01,"SERVIÇOS DE APOIO AO TRANSPORTE POR TÁXI, INCLUSIVE CENTRAIS DE CHAMADA"
934,52.29-0/02,SERVIÇOS DE REBOQUE DE VEÍCULOS
935,52.29-0/99,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE
936,52.31-1/01,ADMINISTRAÇÃO DA INFRAESTRUTURA PORTUÁRIA
937,52.31-1/02,ATIVIDADES DO OPERADOR PORTUÁRIO
938,52.31-1/03,GESTÃO DE TERMINAIS AQUAVIÁRIOS
939,52.32-0/00,ATIVIDADES DE AGENCIAMENTO MARÍTIMO
940,52.39-7/01,SERVIÇOS DE PRATICAGEM
941,52.39-7/99,ATIVIDADES AUXILIARES DOS TRANSPORTES AQUAVIÁRIOS NÃO ESPECIFICADAS ANTERIORMENTE
942,52.40-1/01,OPERAÇÃO DOS AEROPORTOS E CAMPOS DE ATERRISSAGEM
943,52.40-1/99,"ATIVIDADES AUXILIARES DOS TRANSPORTES AÉREOS, EXCETO OPERAÇÃO DOS AEROPORTOS E CAMPOS DE ATERRISSAGEM"
944,52.50-8/01,COMISSARIA DE DESPACHOS
945,52.50-8/02,ATIVIDADES DE DESPACHANTES ADUANEIROS
946,52.50-8/03,"AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE MARÍTIMO"
947,52.50-8/04,ORGANIZAÇÃO LOGÍSTICA DO TRANSPORTE DE CARGA
948,52.50-8/05,OPERADOR DE TRANSPORTE MULTIMODAL - OTM
949,53.10-5/01,ATIVIDADES DO CORREIO NACIONAL
950,53.10-5/02,ATIVIDADES DE FRANQUEADAS DO CORREIO NACIONAL
951,53.20-2/01,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL
952,53.20-2/02,SERVIÇOS DE ENTREGA RÁPIDA
953,55.10-8/01,HOTÉIS
954,55.10-8/02,APART HOTÉIS
955,55.10-8/03,MOTÉIS
956,55.90-6/01,"ALBERGUES, EXCETO ASSISTENCIAIS"
957,55.90-6/02,CAMPINGS
958,55.90-6/03,PENSÕES(ALOJAMENTO)
959,55.90-6/99,OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
960,56.11-2/01,RESTAURANTES E SIMILARES
961,56.11-2/03,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
962,56.11-2/04,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO"
963,56.11-2/05,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO"
964,56.12-1/00,SERVIÇOS AMBULANTES DE ALIMENTAÇÃO
965,56.20-1/01,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS
966,56.20-1/02,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ
967,56.20-1/03,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS
968,56.20-1/04,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
969,58.11-5/00,EDIÇÃO DE LIVROS
970,58.12-3/01,EDIÇÃO DE JORNAIS DIÁRIOS
971,58.12-3/02,EDIÇÃO DE JORNAIS NÃO DIÁRIOS
972,58.13-1/00,EDIÇÃO DE REVISTAS
973,58.19-1/00,"EDIÇÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS"
974,58.21-2/00,EDIÇÃO INTEGRADA À IMPRESSÃO DE LIVROS
975,58.22-1/01,EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS DIÁRIOS
976,58.22-1/02,EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS NÃO DIÁRIOS
977,58.23-9/00,EDIÇÃO INTEGRADA À IMPRESSÃO DE REVISTAS
978,58.29-8/00,"EDIÇÃO INTEGRADA À IMPRESSÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS"
979,59.11-1/01,ESTÚDIOS CINEMATOGRÁFICOS
980,59.11-1/02,PRODUÇÃO DE FILMES PARA PUBLICIDADE
981,59.11-1/99,"ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE"
982,59.12-0/01,SERVIÇOS DE DUBLAGEM
983,59.12-0/02,SERVIÇOS DE MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL
984,59.12-0/99,"ATIVIDADES DE PÓS PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE"
985,59.13-8/00,"DISTRIBUIÇÃO CINEMATOGRÁFICA, DE VÍDEO E DE PROGRAMAS DE TELEVISÃO"
986,59.14-6/00,ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA
987,59.20-1/00,ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA
988,60.10-1/00,ATIVIDADES DE RÁDIO
989,60.21-7/00,ATIVIDADES DE TELEVISÃO ABERTA
990,60.22-5/01,PROGRAMADORAS
991,60.22-5/02,"ATIVIDADES RELACIONADAS À TELEVISÃO POR ASSINATURA, EXCETO PROGRAMADORAS"
992,61.10-8/01,SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC
993,61.10-8/02,SERVIÇOS DE REDES DE TRANSPORTES DE TELECOMUNICAÇÕES - SRTT
994,61.10-8/03,SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM
995,61.10-8/99,SERVIÇOS DE TELECOMUNICAÇÕES POR FIO NÃO ESPECIFICADOS ANTERIORMENTE
996,61.20-5/01,TELEFONIA MÓVEL CELULAR
997,61.20-5/02,SERVIÇO MÓVEL ESPECIALIZADO - SME
998,61.20-5/99,SERVIÇOS DE TELECOMUNICAÇÕES SEM FIO NÃO ESPECIFICADOS ANTERIORMENTE
999,61.30-2/00,TELECOMUNICAÇÕES POR SATÉLITE
1000,61.41-8/00,OPERADORAS DE TELEVISÃO POR ASSINATURA POR CABO
1001,61.42-6/00,OPERADORAS DE TELEVISÃO POR ASSINATURA POR MICROONDAS
1002,61.43-4/00,OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE
1003,61.90-6/01,PROVEDORES DE ACESSO ÀS REDES DE COMUNICAÇÕES
1004,61.90-6/02,PROVEDORES DE VOZ SOBRE PROTOCOLO INTERNET - VOIP
1005,61.90-6/99,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE
1006,62.01-5/01,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
1007,62.01-5/02,WEB DESIGN
1008,62.02-3/00,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS
